#columns (so you dont have to count them when you plot!
#1=MJD
#2-4=nH, upper limit, lower limit
#5-7=Inner disk temperature, upper limit, lower limit
#8-10=Disk Normalisation, upper limit, lower limit
#11-13=PL index, upper limit, lower limit
#14-16=PL Normalisation, upper limit, lower limit
#17-19=Absorbed 0.6-10 keV flux, upper limit, lower limit
#20-22=Unabsorbed 0.6-10 keV flux, upper limit, lower limit (log10)
#23-25=0.6-10 keV flux of the PL component , upper limit, lower limit (log10)
#26=chi2
#27=degrees of freedom
#MJD	nH	nH_UL	nH_LL	kT	kT_UL	kT_LL	N_d	N_dUL	N_dLL	Gamma	Gamma_ULL	Gamma_LL	N_Gamma	N_GUL	N_GLL	absflux(0.6-10keV)	absflux_UL	absflux_LL	unabsflux(0.6-10keV_log10)	unabsflux_UL	unabsflux_LL	PLflux(0.6-10keV_log10)	PLfl_UL	PLfl_LL	chi2	dof
57195.8856459	0.292845	0.336366	0.254091	0.244329	0.265141	0.222124	20460.6	35638.5	13060.4	2.67488	2.80847	2.53755	0.28534	0.341135	0.235746	8.75427e-10	8.76348e-10	8.48891e-10	-8.86382	-8.83002	-8.89245	-9.09012	-9.03725	-9.14279	359.462	330
57196.0092339	0.228035	0.257951	0.200726	0.286624	0.301358	0.270888	10084.4	13477.4	7832.69	2.39088	2.52502	2.2568	0.184559	0.22358	0.151624	8.97265e-10	8.98613e-10	8.83791e-10	-8.90272	-8.882	-8.92101	-9.21041	-9.1616	-9.25658	468.079	382
57196.9523539	0.198758	0.256997	0.148795	0.291982	0.322517	0.255965	6950.12	12821.7	4466.95	2.54591	2.78286	2.29956	0.234961	0.327462	0.163417	8.9692e-10	9.00817e-10	8.64179e-10	-8.92209	-8.88145	-8.95432	-9.14554	-9.05043	-9.23762	287.202	257
57197.0065001	0.225278	0.257823	0.195456	0.266206	0.28376	0.247325	11401.9	16829.3	8241.45	2.59008	2.70099	2.47711	0.25176	0.293714	0.21429	8.84474e-10	8.86871e-10	8.68187e-10	-8.90753	-8.884	-8.92818	-9.12607	-9.0823	-9.16913	458.181	421
57206.1099557	0.0866629	0.101154	0.0723397	NaN	NaN	NaN	NaN	NaN	NaN	2.27429	2.3081	2.24106	0.177491	0.183088	0.172093	5.89498e-10	5.93872e-10	5.86015e-10	-9.19287	-9.18684	-9.1989	-9.19287	-9.18684	-9.1989	512.509	399
57208.1753566	0.246539	0.320839	0.183967	0.207684	0.242843	0.179115	16764.7	51032.9	5997.39	2.07637	2.1623	1.9856	0.141882	0.159113	0.125052	6.02189e-10	6.03891e-10	5.73467e-10	-9.10616	-9.06431	-9.13833	-9.22385	-9.20199	-9.24514	393.042	378
57210.6998798	0.129074	0.240556	0.037522	0.201148	0.318578	0.156903	5908.01	46724.4	384.14	1.9102	1.99546	1.79536	0.100452	0.11267	0.0849139	4.90124e-10	4.91259e-10	4.60652e-10	-9.2624	-9.21447	-9.29501	-9.30771	-9.28973	-9.33342	302.911	335
57214.4283568	0.0687722	0.0894534	0.0484447	NaN	NaN	NaN	NaN	NaN	NaN	1.93142	1.97351	1.89005	0.0975127	0.10174	0.093473	4.45746e-10	4.50099e-10	4.40383e-10	-9.32964	-9.32172	-9.33765	-9.32964	-9.32172	-9.33765	330.648	324
57216.4269307	0.114103	0.245643	0.0582732	0.285905	0.432296	0.165797	498.818	13097.7	68.644	1.79818	1.91681	1.66787	0.0799283	0.094824	0.0653858	4.33287e-10	4.31116e-10	4.10639e-10	-9.32928	-9.28153	-9.34629	-9.36248	-9.34319	-9.38875	303.282	329
57221.0752219	0.0566776	0.0824268	0.0315021	NaN	NaN	NaN	NaN	NaN	NaN	1.9123	1.96564	1.86013	0.0892791	0.0941538	0.0846728	4.19312e-10	4.26497e-10	4.14024e-10	-9.36008	-9.35005	-9.37027	-9.36008	-9.35005	-9.37027	262.261	262
57223.0234352	0.297544	0.393722	0.201284	0.14955	0.172754	0.134151	84831.4	265888	21650	2.02023	2.08273	1.98568	0.109019	0.118924	0.0997539	4.49087e-10	4.53591e-10	4.29363e-10	-9.21803	-9.1633	-9.26544	-9.31614	-9.30118	-9.33126	318.563	371
57224.4066181	0.212354	0.317557	0.120079	0.197349	0.269986	0.161463	11793.2	62578.9	1595.24	2.03782	2.11985	1.93522	0.129506	0.144551	0.111766	5.41939e-10	5.58463e-10	5.06416e-10	-9.17857	-9.12928	-9.21635	-9.24843	-9.22874	-9.27319	394.876	391
57228.1923239	0.292819	0.351902	0.238616	0.192269	0.212544	0.174538	61864.7	131980	30054.2	2.29221	2.38035	2.1997	0.200251	0.224107	0.177143	7.63022e-10	7.62443e-10	7.32261e-10	-8.94069	-8.89644	-8.97814	-9.14602	-9.12172	-9.17126	293.683	330
57230.0035048	0.234143	0.280091	0.193708	0.266219	0.289475	0.242089	12153.8	20926.9	7719.82	2.15539	2.30534	2.0019	0.166437	0.205275	0.133213	8.67122e-10	8.70672e-10	8.37254e-10	-8.92843	-8.89888	-8.95293	-9.18193	-9.13813	-9.22397	344.77	307
57233.6570812	0.0531307	0.0681922	0.0382414	NaN	NaN	NaN	NaN	NaN	NaN	2.13909	2.17302	2.1057	0.145679	0.150449	0.141077	5.56555e-10	5.62865e-10	5.53048e-10	-9.234	-9.22784	-9.24021	-9.234	-9.22784	-9.24021	442.369	392
54664.2981953	0.349887	0.44254	0.246132	0.151929	0.179788	0.136905	62634	193774	9613.99	1.68166	1.72742	1.63641	0.199016	0.212428	0.185836	1.09847e-09	1.10164e-09	1.08083e-09	-8.87515	-8.84281	-8.90482	-8.90888	-8.89996	-8.91806	446.455	542
54669.5864661	0.174705	0.188838	0.160731	NaN	NaN	NaN	NaN	NaN	NaN	1.63682	1.65975	1.61408	0.184891	0.189786	0.18013	1.11043e-09	1.11958e-09	1.10274e-09	-8.9191	-8.91452	-8.92372	-8.9191	-8.91452	-8.92372	553.29	558
54674.5354685	0.148481	0.161698	0.135395	NaN	NaN	NaN	NaN	NaN	NaN	1.63523	1.65704	1.61359	0.210165	0.215446	0.205022	1.27817e-09	1.28565e-09	1.2717e-09	-8.86267	-8.8583	-8.86708	-8.86267	-8.8583	-8.86708	575.217	576
54679.1525563	0.361361	0.440346	0.276414	0.151945	0.171452	0.139325	96409.6	247173	26858.2	1.71618	1.75721	1.695	0.230896	0.244635	0.217507	1.22945e-09	1.23098e-09	1.20652e-09	-8.81488	-8.78458	-8.84258	-8.86073	-8.85259	-8.869	548.061	557
54684.832165	0.33491	0.417835	0.243646	0.149626	0.169474	0.137258	100677	267879	24422.5	1.72272	1.76422	1.68038	0.251959	0.267256	0.237016	1.33742e-09	1.34052e-09	1.31591e-09	-8.78573	-8.75476	-8.81437	-8.82589	-8.81753	-8.83441	593.552	564
54688.9181141	0.281006	0.352741	0.202966	0.157022	0.182301	0.142734	50960.5	138532	10367.6	1.70895	1.74429	1.67282	0.240199	0.252594	0.227997	1.31267e-09	1.31614e-09	1.2902e-09	-8.8109	-8.78666	-8.83359	-8.84017	-8.83309	-8.84738	604.034	604
54693.0716585	0.160152	0.173876	0.146574	NaN	NaN	NaN	NaN	NaN	NaN	1.65105	1.67384	1.62844	0.207435	0.21284	0.202177	1.23162e-09	1.2384e-09	1.22109e-09	-8.8761	-8.87158	-8.88065	-8.8761	-8.87158	-8.88065	557.752	559
55313.5164816	0.599493	0.611297	0.587767	NaN	NaN	NaN	NaN	NaN	NaN	3.60136	3.62799	3.57499	3.14145	3.21489	3.07001	2.7482e-09	2.76062e-09	2.73758e-09	-8.15221	-8.143	-8.16131	-8.15221	-8.143	-8.16131	591.744	418
55315.126384	0.240048	0.262327	0.221932	0.454805	0.465019	0.444278	4531.93	4944.97	4163.34	2.04465	2.2604	1.83198	0.24343	0.349775	0.169265	2.82448e-09	2.82568e-09	2.79075e-09	-8.42823	-8.41624	-8.43779	-8.97691	-8.89326	-9.0495	502.904	430
55317.1346875	0.276746	0.305625	0.254378	0.458847	0.469366	0.448064	4345.08	4726.04	4004.89	2.21298	2.43663	1.98952	0.319818	0.46588	0.21838	2.82576e-09	2.82902e-09	2.78415e-09	-8.41104	-8.39485	-8.42304	-8.91768	-8.82028	-9.00397	503.419	440
55319.1958497	0.309314	0.370904	0.245443	0.459698	0.469141	0.450367	3052.53	3502.25	2465.38	2.85726	3.08117	2.55139	0.811234	1.16099	0.488177	2.71232e-09	2.71355e-09	2.68242e-09	-8.39486	-8.35232	-8.43449	-8.67879	-8.54539	-8.82952	379.118	439
55325.1614027	0.302998	0.368398	0.253821	0.405717	0.420456	0.390528	5466.4	6233.38	4604.86	2.72541	2.99972	2.45956	0.759819	1.1647	0.494981	2.70485e-09	2.70881e-09	2.67754e-09	-8.39643	-8.35191	-8.42764	-8.67746	-8.53355	-8.80079	429.542	394
55327.1594533	0.240497	0.267168	0.216224	0.376671	0.390924	0.361715	6867.62	8065.77	5919.41	2.27265	2.41719	2.12653	0.458895	0.574901	0.363636	2.48999e-09	2.49626e-09	2.46573e-09	-8.47709	-8.46181	-8.49054	-8.77995	-8.72372	-8.83302	398.171	437
55337.0824792	0.273579	0.304479	0.244424	0.423942	0.4323	0.415724	4017.36	4328.93	3716.66	2.73847	2.86394	2.60504	0.697066	0.854352	0.559731	2.54855e-09	2.55179e-09	2.539e-09	-8.43907	-8.41827	-8.45726	-8.71703	-8.64837	-8.78234	571.526	584
55337.4641204	0.412167	0.453977	0.363228	0.429092	0.447618	0.414877	2479.34	3360.45	1669.14	3.22698	3.34702	3.07149	1.49092	1.78483	1.17367	2.5786e-09	2.58341e-09	2.5556e-09	-8.33305	-8.29988	-8.36974	-8.45429	-8.38393	-8.53985	477.596	458
55825.0300146	0.211742	0.241747	0.182561	NaN	NaN	NaN	NaN	NaN	NaN	1.56147	1.6066	1.51703	0.0764381	0.0805301	0.0725677	4.97791e-10	5.05795e-10	4.90817e-10	-9.26492	-9.25597	-9.274	-9.26492	-9.25597	-9.274	295.831	331
55854.9908191	0.1399	0.156284	0.123743	NaN	NaN	NaN	NaN	NaN	NaN	1.69033	1.71834	1.66261	0.152247	0.157063	0.147588	8.69998e-10	8.78362e-10	8.63912e-10	-9.02937	-9.02386	-9.03494	-9.02937	-9.02386	-9.03494	521.412	490
55856.8011964	0.13327	0.165609	0.101851	NaN	NaN	NaN	NaN	NaN	NaN	1.67843	1.73342	1.62456	0.165784	0.176095	0.156112	9.63632e-10	9.8373e-10	9.48085e-10	-8.98668	-8.97584	-8.99772	-8.98668	-8.97584	-8.99772	229.472	258
56037.3174145	0.653866	0.663705	0.643461	0.013576	0.0136456	0.0134875	1e+24	0	7.50122e+19	3.60655	3.62597	3.58748	3.69294	3.73155	3.62776	3.05003e-09	3.05776e-09	3.03636e-09	-8.04354	-8.03241	-8.05386	-8.08217	-8.07768	-8.08927	877.509	495
56039.2556484	0.593023	0.603051	0.582999	NaN	NaN	NaN	NaN	NaN	NaN	3.59912	3.62074	3.57755	3.21033	3.27393	3.14789	2.83073e-09	2.83828e-09	2.82012e-09	-8.14271	-8.13486	-8.15051	-8.14271	-8.13486	-8.15051	755.625	444
56041.7263988	0.371644	0.418974	0.315788	0.491823	0.507987	0.478807	2065.32	2564.2	1598.7	3.1371	3.27966	2.94598	1.20347	1.49834	0.884562	2.83154e-09	2.83323e-09	2.79119e-09	-8.33235	-8.29771	-8.3709	-8.53668	-8.45454	-8.64638	350.467	403
56043.4068895	0.390188	0.439095	0.332932	0.448643	0.462982	0.436981	2969.88	3732.03	2197.67	3.10054	3.24994	2.89907	1.36471	1.7178	0.990479	2.93785e-09	2.94003e-09	2.90397e-09	-8.30344	-8.26682	-8.3433	-8.47957	-8.39272	-8.58995	437.899	438
56045.6822322	0.357104	0.443413	0.274875	0.467379	0.48108	0.45431	3429.76	4072.18	2522.01	2.81772	3.12963	2.36501	0.870594	1.43297	0.407229	2.99257e-09	2.99101e-09	2.92106e-09	-8.33519	-8.27615	-8.38424	-8.6422	-8.45966	-8.85964	343.134	347
56047.6150539	0.263324	0.308595	0.226472	0.415192	0.428029	0.402012	5382.1	6033.17	4793.34	2.60022	2.81232	2.38662	0.67793	0.949932	0.478295	2.91904e-09	2.92551e-09	2.88774e-09	-8.38877	-8.35965	-8.41108	-8.69948	-8.59339	-8.79578	384.472	420
56049.9570026	0.262713	0.293627	0.23442	0.401101	0.418494	0.382849	4589.23	5465.9	3904.42	2.26133	2.41216	2.10611	0.5372	0.68098	0.418479	2.59163e-09	2.59854e-09	2.55686e-09	-8.46003	-8.44356	-8.47447	-8.70788	-8.64874	-8.76488	427.567	428
56050.7557688	0.293591	0.32775	0.262756	0.280154	0.307079	0.251957	13755.3	24156.3	8728.9	2.39829	2.47944	2.3127	0.717761	0.805292	0.633168	2.25423e-09	2.25773e-09	2.20577e-09	-8.50105	-8.48091	-8.5183	-8.62244	-8.59379	-8.65283	482.046	483
56053.4946855	0.254457	0.311466	0.205695	0.223392	0.255686	0.195884	31242.3	77015.8	13695.7	2.2893	2.3572	2.21522	0.551478	0.603692	0.49739	1.86895e-09	1.91051e-09	1.78918e-09	-8.60374	-8.57416	-8.62765	-8.7049	-8.68521	-8.72728	462.199	453
56055.2349101	0.136567	0.149256	0.123995	NaN	NaN	NaN	NaN	NaN	NaN	2.31247	2.34079	2.28455	0.52703	0.541197	0.5133	1.62534e-09	1.63769e-09	1.61696e-09	-8.73189	-8.72664	-8.73713	-8.73189	-8.72664	-8.73713	599.562	463
56189.4200356	0.52993	0.767415	0.269531	0.126933	0.158154	0.105222	267365	1.70288e+06	16870.6	1.71589	1.83291	1.59727	0.104416	0.123429	0.0871878	5.30803e-10	5.37825e-10	5.09682e-10	-9.12801	-9.00192	-9.2153	-9.20604	-9.18003	-9.23035	162.223	196
56703.7935377	0.470704	0.68228	0.284454	NaN	NaN	NaN	NaN	NaN	NaN	1.93398	2.20159	1.6893	0.0737247	0.099889	0.0549473	2.77032e-10	2.87968e-10	2.54925e-10	-9.45213	-9.403	-9.50046	-9.45213	-9.403	-9.50046	19.051	23
56709.7981183	0.316887	0.40385	0.235681	NaN	NaN	NaN	NaN	NaN	NaN	1.8154	1.93368	1.70202	0.0583268	0.0668701	0.050957	2.67029e-10	2.78277e-10	2.59296e-10	-9.50345	-9.48035	-9.52718	-9.50345	-9.48035	-9.52718	99.2151	86
56724.7943201	0.0393508	0.246176	0	NaN	NaN	NaN	NaN	NaN	NaN	1.28859	1.53939	1.14118	0.0293522	0.0396986	0.0246457	2.90223e-10	3.01631e-10	2.66271e-10	-9.5314	-9.48454	-9.58143	-9.5314	-9.48454	-9.58143	21.7436	22
56736.8648133	0.207235	0.31936	0.106775	NaN	NaN	NaN	NaN	NaN	NaN	1.5451	1.69763	1.39979	0.039776	0.0475976	0.0333385	2.64951e-10	2.77099e-10	2.54963e-10	-9.54024	-9.51055	-9.57137	-9.54024	-9.51055	-9.57137	54.4293	51
56765.4117318	0.465702	0.609752	0.310319	0.119968	0.137295	0.107456	337298	1.21816e+06	63319.8	1.85839	1.93905	1.77615	0.11014	0.1231	0.0980436	4.77046e-10	4.82156e-10	4.59849e-10	-9.17535	-9.09868	-9.23711	-9.24614	-9.22831	-9.26404	317.593	318
56772.952211	0.164779	0.202432	0.128437	NaN	NaN	NaN	NaN	NaN	NaN	1.67459	1.73627	1.61429	0.0962044	0.103052	0.08984	5.54132e-10	5.65812e-10	5.45341e-10	-9.22119	-9.20911	-9.23351	-9.22119	-9.20911	-9.23351	171.9	234
56779.6140703	0.151931	0.180769	0.123857	NaN	NaN	NaN	NaN	NaN	NaN	1.75073	1.80088	1.70151	0.0956871	0.10103	0.0906445	5.06807e-10	5.15297e-10	4.9744e-10	-9.25935	-9.24963	-9.26924	-9.25935	-9.24963	-9.26924	269.283	289
56786.8657202	0.0709455	0.0930504	0.049268	NaN	NaN	NaN	NaN	NaN	NaN	1.77935	1.82201	1.7374	0.120517	0.126025	0.115262	6.44471e-10	6.53013e-10	6.35421e-10	-9.1722	-9.16389	-9.18063	-9.1722	-9.16389	-9.18063	322.672	328
56793.1346531	0.0928568	0.138173	0.0493797	NaN	NaN	NaN	NaN	NaN	NaN	1.71931	1.80224	1.63899	0.0994296	0.108591	0.0910791	5.61844e-10	5.78102e-10	5.42006e-10	-9.2281	-9.21201	-9.24464	-9.2281	-9.21201	-9.24464	135.47	154
56797.4771182	0.116977	0.146513	0.0882527	NaN	NaN	NaN	NaN	NaN	NaN	1.72179	1.77481	1.66981	0.0960328	0.101655	0.0907389	5.34702e-10	5.44183e-10	5.28726e-10	-9.24436	-9.23387	-9.25503	-9.24436	-9.23387	-9.25503	239.902	273
56799.7279634	0.134008	0.17105	0.0982423	NaN	NaN	NaN	NaN	NaN	NaN	1.75636	1.82229	1.69205	0.0981486	0.105335	0.0914821	5.20958e-10	5.29265e-10	5.11828e-10	-9.2509	-9.23804	-9.26404	-9.2509	-9.23804	-9.26404	227.572	217
56803.732584	0.197205	0.228015	0.167289	NaN	NaN	NaN	NaN	NaN	NaN	1.76286	1.81516	1.71159	0.0968126	0.102482	0.0914796	4.95316e-10	5.03488e-10	4.87635e-10	-9.25983	-9.24967	-9.27015	-9.25983	-9.24967	-9.27015	296.44	280
56828.5413845	0.0822298	0.110896	0.0542975	NaN	NaN	NaN	NaN	NaN	NaN	1.8296	1.88659	1.77386	0.131487	0.139357	0.124087	6.61827e-10	6.72982e-10	6.4987e-10	-9.15671	-9.14595	-9.16768	-9.15671	-9.14595	-9.16768	238.967	249
56842.5168944	0.106394	0.153473	0.0613277	NaN	NaN	NaN	NaN	NaN	NaN	1.60749	1.68346	1.53353	0.0830776	0.0905097	0.0762882	5.31933e-10	5.46742e-10	5.19706e-10	-9.252	-9.23668	-9.26773	-9.252	-9.23668	-9.26773	156.062	168
56856.6634548	0.180407	0.217474	0.144644	NaN	NaN	NaN	NaN	NaN	NaN	1.64587	1.70566	1.58739	0.0728185	0.077864	0.0681208	4.31537e-10	4.40575e-10	4.23334e-10	-9.32821	-9.31622	-9.34045	-9.32821	-9.31622	-9.34045	234.016	239
56870.7799706	0.197384	0.238701	0.157548	NaN	NaN	NaN	NaN	NaN	NaN	1.63276	1.69791	1.56908	0.0628459	0.0676207	0.0584283	3.76021e-10	3.83473e-10	3.69022e-10	-9.38574	-9.37319	-9.39856	-9.38574	-9.37319	-9.39856	209.644	225
56884.3676347	0.166139	0.195244	0.137827	NaN	NaN	NaN	NaN	NaN	NaN	1.67545	1.72318	1.62854	0.0838933	0.0884883	0.0795522	4.82449e-10	4.87733e-10	4.72194e-10	-9.28106	-9.27155	-9.29073	-9.28106	-9.27155	-9.29073	330.245	303
56885.3114423	0.135548	0.156763	0.114738	NaN	NaN	NaN	NaN	NaN	NaN	1.64908	1.68467	1.61394	0.0789638	0.0821712	0.0758887	4.74855e-10	4.78576e-10	4.69144e-10	-9.29459	-9.28745	-9.30182	-9.29459	-9.28745	-9.30182	377.117	399
56908.0226224	0.1642	0.19848	0.131045	NaN	NaN	NaN	NaN	NaN	NaN	1.71385	1.7727	1.65633	0.108222	0.115382	0.101541	5.95048e-10	6.06627e-10	5.87372e-10	-9.18873	-9.17718	-9.20051	-9.18873	-9.17718	-9.20051	227.043	241
56907.0226206	0.151433	0.185605	0.11832	NaN	NaN	NaN	NaN	NaN	NaN	1.71503	1.77382	1.65748	0.105092	0.112041	0.0985979	5.80325e-10	5.91582e-10	5.69169e-10	-9.20204	-9.19073	-9.21357	-9.20204	-9.19073	-9.21357	238.912	250
56909.0886571	0.154169	0.189837	0.11966	NaN	NaN	NaN	NaN	NaN	NaN	1.80504	1.86876	1.74286	0.118459	0.126753	0.110747	5.8922e-10	6.01291e-10	5.77645e-10	-9.1912	-9.17911	-9.20353	-9.1912	-9.17911	-9.20353	197.559	225
56910.0878469	0.165947	0.199954	0.132945	NaN	NaN	NaN	NaN	NaN	NaN	1.83288	1.8957	1.77149	0.129001	0.137723	0.120866	6.18368e-10	6.28763e-10	6.07087e-10	-9.16644	-9.15485	-9.17826	-9.16644	-9.15485	-9.17826	247.262	231
56911.0988195	0.114544	0.261089	0.0122153	0.403558	0.640412	0.197863	197.182	3008.93	43.4696	1.57834	1.78751	1.1314	0.0869963	0.11562	0.0398543	6.30606e-10	6.30681e-10	5.62798e-10	-9.17211	-9.13242	-9.19354	-9.21901	-9.17937	-9.30904	232.275	229
56912.3568474	0.121877	0.145602	0.0986636	NaN	NaN	NaN	NaN	NaN	NaN	1.8003	1.84337	1.75794	0.124723	0.130595	0.119132	6.34023e-10	6.42828e-10	6.25365e-10	-9.16671	-9.15829	-9.17524	-9.16671	-9.15829	-9.17524	321.444	322
56913.086458	0.109873	0.139488	0.0810733	NaN	NaN	NaN	NaN	NaN	NaN	1.70009	1.75309	1.64812	0.106914	0.113195	0.101003	6.12476e-10	6.2351e-10	6.0296e-10	-9.18752	-9.17715	-9.19807	-9.18752	-9.17715	-9.19807	289.145	273
56914.0862849	0.108194	0.151254	0.0668418	NaN	NaN	NaN	NaN	NaN	NaN	1.65306	1.72899	1.57919	0.0954618	0.103617	0.0879669	5.78303e-10	5.90965e-10	5.632e-10	-9.21413	-9.19874	-9.22992	-9.21413	-9.19874	-9.22992	164.089	170
56916.0191917	0.0872855	0.298387	0	NaN	NaN	NaN	NaN	NaN	NaN	1.54278	1.83737	1.31756	0.0810676	0.113007	0.0628997	5.66392e-10	5.94506e-10	4.93476e-10	-9.22975	-9.17761	-9.28653	-9.22975	-9.17761	-9.28653	22.127	23
56917.0225001	0.146545	0.180428	0.113739	NaN	NaN	NaN	NaN	NaN	NaN	1.72388	1.78196	1.66705	0.0999857	0.106528	0.0938725	5.47673e-10	5.57235e-10	5.36673e-10	-9.22781	-9.21644	-9.2394	-9.22781	-9.21644	-9.2394	221.836	247
56918.1043145	0.163831	0.199936	0.128957	NaN	NaN	NaN	NaN	NaN	NaN	1.70413	1.76589	1.64378	0.096059	0.102747	0.0898333	5.34358e-10	5.44133e-10	5.23624e-10	-9.23593	-9.22375	-9.24836	-9.23593	-9.22375	-9.24836	238.399	228
56919.1041529	0.164641	0.202616	0.128	NaN	NaN	NaN	NaN	NaN	NaN	1.6735	1.7366	1.61185	0.0912265	0.0978185	0.0851086	5.26184e-10	5.35919e-10	5.16228e-10	-9.24373	-9.23154	-9.25617	-9.24373	-9.23154	-9.25617	250.872	235
56920.1033589	0.132921	0.189598	0.0789708	NaN	NaN	NaN	NaN	NaN	NaN	1.64672	1.74185	1.55471	0.0696954	0.0773469	0.0628289	4.20785e-10	4.31108e-10	4.07022e-10	-9.34766	-9.3292	-9.36671	-9.34766	-9.3292	-9.36671	118.755	122
56921.0907613	0.1408	0.180661	0.10228	NaN	NaN	NaN	NaN	NaN	NaN	1.69213	1.76063	1.62526	0.0887213	0.0955552	0.0824005	5.05711e-10	5.2147e-10	4.95759e-10	-9.26475	-9.25163	-9.27815	-9.26475	-9.25163	-9.27815	210.33	212
56922.026189	0.139556	0.179263	0.101315	NaN	NaN	NaN	NaN	NaN	NaN	1.66818	1.73557	1.60236	0.0867315	0.0933668	0.0805909	5.08894e-10	5.19402e-10	4.96233e-10	-9.26311	-9.24974	-9.27678	-9.26311	-9.24974	-9.27678	187.186	209
56923.101546	0.118396	0.152839	0.0850889	NaN	NaN	NaN	NaN	NaN	NaN	1.66141	1.72103	1.60308	0.0919884	0.0981791	0.0862094	5.49232e-10	5.58689e-10	5.39409e-10	-9.23428	-9.22223	-9.24658	-9.23428	-9.22223	-9.24658	248.852	232
56924.1008358	0.12714	0.162	0.0934075	NaN	NaN	NaN	NaN	NaN	NaN	1.70192	1.763	1.64219	0.0990193	0.105805	0.0926933	5.61451e-10	5.73116e-10	5.48655e-10	-9.2217	-9.20983	-9.23382	-9.2217	-9.20983	-9.23382	263.601	234
56925.0128496	0.159175	0.197114	0.12253	NaN	NaN	NaN	NaN	NaN	NaN	1.67468	1.73701	1.61369	0.0998706	0.107014	0.0932333	5.76554e-10	5.89345e-10	5.6485e-10	-9.20499	-9.19297	-9.21724	-9.20499	-9.19297	-9.21724	257.729	236
56927.0116617	0.188395	0.224762	0.153247	NaN	NaN	NaN	NaN	NaN	NaN	1.72167	1.78202	1.66263	0.106058	0.113336	0.0992801	5.71748e-10	5.81735e-10	5.58518e-10	-9.20118	-9.18973	-9.21285	-9.20118	-9.18973	-9.21285	246.391	247
56926.0135876	0.185761	0.229384	0.143781	NaN	NaN	NaN	NaN	NaN	NaN	1.70823	1.77981	1.63845	0.101002	0.109269	0.0933996	5.53891e-10	5.64314e-10	5.40987e-10	-9.21607	-9.20253	-9.22993	-9.21607	-9.20253	-9.22993	179.527	200
56928.0117127	0.143229	0.18212	0.105645	NaN	NaN	NaN	NaN	NaN	NaN	1.73941	1.80592	1.67447	0.103516	0.111258	0.0963404	5.5775e-10	5.65067e-10	5.46395e-10	-9.21997	-9.20711	-9.23312	-9.21997	-9.20711	-9.23312	220.005	217
56940.0137879	0.123292	0.163268	0.0847861	NaN	NaN	NaN	NaN	NaN	NaN	1.6814	1.75096	1.61362	0.121172	0.130684	0.112381	7.0503e-10	7.18514e-10	6.87742e-10	-9.12424	-9.11037	-9.13846	-9.12424	-9.11037	-9.13846	205.013	204
56752.018025	0.216796	0.241366	0.192802	NaN	NaN	NaN	NaN	NaN	NaN	1.64338	1.68096	1.6063	0.0635559	0.0663641	0.060876	3.72569e-10	3.77517e-10	3.67288e-10	-9.38608	-9.37867	-9.39358	-9.38608	-9.37867	-9.39358	371.773	390
